gene_name	gene_length	rm_count	by_count
YPL077C	723	45.0	100.0
YNL207W	1278	320.0	191.0
YDR428C	786	151.0	48.0
YJL181W	1836	337.0	0.0
YOR210W	213	150.0	112.0
YBL034C	4542	147.0	0.0
YOL008W	624	155.0	98.0
YER077C	2067	248.0	193.0
YBR089C-A	300	147.0	269.0
YLR089C	1779	48.0	261.0
YKR083C	402	0.0	0.0
YMR209C	1374	139.0	90.0
YER128W	612	0.0	0.0
YLR061W	366	614.0	463.0
YKL214C	612	0.0	0.0
YOL088C	834	161.0	297.0
YKR095W	5628	200.0	145.0
YMR223W	1416	195.0	49.0
Q0055	2565		
Q0050	2505		
YPR048W	1872	312.0	145.0
YBR109W-A	225	0.0	0.0
YCR047W-A	207	146.0	0.0
YEL020C	1683	0.0	199.0
YER088W-B	147	44.0	0.0
YCR016W	873	86.0	0.0
YJL028W	336	0.0	0.0
YMR154C	2184	0.0	0.0
YGL186C	1740	446.0	488.0
YLR149C-A	87	51.0	74.0
YGL206C	4962	341.0	337.0
YDL225W	1656	394.0	271.0
YBL073W	312	0.0	0.0
YML079W	606	198.0	142.0
YMR049C	2424	539.0	193.0
YFL041W-A	192	45.0	0.0
YOR166C	1377	95.0	50.0
YGR285C	1302	701.0	379.0
YPR068C	1413	99.0	200.0
YDR374W-A	270	0.0	0.0
YCR030C	2613	241.0	194.0
YMR176W	4236	48.0	144.0
YCL063W	1272	49.0	0.0
YER048C	1176	414.0	212.0
YBR064W	429	113.0	0.0
YDR107C	2019	102.0	50.0
YLL005C	2607	0.0	100.0
YOR148C	558	150.0	105.0
YLR047C	2061	100.0	0.0
YDL147W	1338	624.0	348.0
YMR063W	720	99.0	44.0
YMR014W	1560	159.0	142.0
YBL008W-A	240	0.0	0.0
YHL018W	363	48.0	0.0
YDR263C	1293	95.0	0.0
YIL137C	2841	97.0	283.0
YBR119W	897	49.0	101.0
YFL016C	1536	330.0	177.0
YJL162C	1752	50.0	198.0
YBR144C	315	0.0	0.0
YDR085C	1863	49.0	0.0
YNL032W	846	132.0	50.0
YPL080C	327	60.0	48.0
YGR227W	1578	151.0	147.0
YDR070C	282	0.0	0.0
YJL006C	972	50.0	185.0
YOR281C	861	97.0	168.0
YHR023W	5787	240.0	96.0
YER095W	1203	195.0	145.0
YLR170C	471	96.0	147.0
YML086C	1581	337.0	200.0
YKR030W	822	145.0	90.0
YDL207W	1617	97.0	147.0
YLR211C	681	45.0	0.0
YHR182W	2358	95.0	100.0
YBR122C	534	239.0	142.0
YHR001W	1314	199.0	186.0
YDR477W	1902	300.0	200.0
YBR199W	1395	428.0	556.0
YOL050C	321	0.0	0.0
YIL042C	1185	50.0	0.0
YIL035C	1119	435.0	343.0
YIL159W	4128	142.0	99.0
YML121W	933	346.0	346.0
YLR339C	552	425.0	439.0
YNR061C	660	275.0	195.0
YKL010C	4452	151.0	145.0
YGR177C	1608	95.0	99.0
YIR019C	4104	0.0	0.0
YKL045W	1587	98.0	387.0
YJR022W	330	47.0	47.0
YKL185W	1767	219.0	335.0
YPR043W	279	359.0	326.0
YLR364W	330	49.0	0.0
YPR087W	321	244.0	151.0
YJR124C	1347	375.0	95.0
YNL250W	3939	47.0	51.0
YOR377W	1578	51.0	0.0
YLL026W	2727	560.0	566.0
YCL002C	792	186.0	0.0
YGL108C	423	0.0	48.0
YHL005C	393	0.0	50.0
YDR388W	1449	334.0	347.0
YGR199W	2280	358.0	143.0
YHL050C	2094	0.0	89.0
YGR082W	552	265.0	97.0
YDR436W	2133	50.0	0.0
YPL189W	1830	98.0	44.0
YKL116C	1557	0.0	50.0
YOR319W	642	213.0	90.0
YGR119C	1626	665.0	637.0
YAR066W	612	0.0	0.0
YDR181C	1446	284.0	99.0
YOL127W	429	449.0	415.0
YNL224C	2304	524.0	47.0
YAL020C	1002	195.0	201.0
YBR275C	5751	94.0	285.0
YBL013W	1206	187.0	50.0
YOR187W	1314	826.0	352.0
YDR501W	1566	99.0	0.0
YGR064W	369	100.0	50.0
YMR217W	1578	585.0	333.0
YGL035C	1515	91.0	99.0
YCR086W	573	52.0	0.0
YDR494W	1086	312.0	90.0
YGR246C	1791	191.0	400.0
YEL076C	651	0.0	0.0
YPL242C	4488	216.0	434.0
YPR027C	834	50.0	0.0
YCR024C-B	267	347.0	241.0
YDL024C	1407	0.0	0.0
YMR239C	1416	240.0	195.0
YLR028C	1776	870.0	921.0
YBR081C	3999	317.0	199.0
YDR028C	3045	615.0	193.0
YHR105W	645	0.0	97.0
YHR035W	1893	0.0	0.0
YOR358W	729	45.0	49.0
YDL079C	1506	0.0	99.0
YDL002C	612	100.0	136.0
YNL180C	996	400.0	197.0
YDR162C	711	144.0	150.0
YJL101C	2037	153.0	242.0
YBL069W	1290	193.0	0.0
YNL040W	1371	177.0	145.0
YJL049W	1353	213.0	50.0
YOR129C	2682	100.0	98.0
YJR071W	369	178.0	96.0
YIL071W-A	477	0.0	0.0
YBR010W	411	477.0	467.0
YDL104C	1224	194.0	50.0
YKL119C	648	147.0	188.0
YPL016W	3945	96.0	50.0
YHR042W	2076	248.0	244.0
YLR086W	4257	283.0	98.0
YER054C	1647	0.0	0.0
YKR015C	1707	0.0	0.0
YML030W	480	73.0	0.0
YML065W	2745	0.0	202.0
YMR082C	357	0.0	0.0
YER001W	2289	698.0	740.0
YLR285C-A	171	49.0	0.0
YGL023C	1908	145.0	94.0
YPR009W	807	150.0	0.0
YMR115W	1506	97.0	0.0
YDL126C	2508	1739.0	1368.0
YGR264C	2256	1221.0	807.0
YGL258W-A	234	0.0	0.0
YIL129C	7131	283.0	230.0
YPL169C	1800	232.0	244.0
YHR161C	1914	479.0	322.0
YDL224C	1950	192.0	102.0
YLR225C	1224	147.0	91.0
YGL090W	1266	0.0	0.0
YGR134W	3369	48.0	246.0
YLR270W	1053	50.0	94.0
YGR169C	1215	168.0	0.0
YKL086W	384	50.0	0.0
YBL096C	309	113.0	65.0
YOL155W-A	135	0.0	50.0
YFL028C	870	309.0	313.0
YNL144C	2223	0.0	0.0
YDR371W	1536	197.0	104.0
YDR456W	1902	91.0	253.0
YDR324C	2331	736.0	304.0
YJL072C	642	215.0	101.0
YOR112W	2286	139.0	52.0
YPR132W	438	627.0	610.0
YKL144C	639	49.0	145.0
YNL175C	1212	323.0	246.0
YNL120C	486	0.0	107.0
YLR307W	906	0.0	0.0
YOR356W	1896	503.0	96.0
YGR152C	819	124.0	142.0
YAR027W	708	0.0	235.0
YHL026C	948	50.0	0.0
YGL221C	867	353.0	344.0
YGR034W	384	643.0	701.0
YJR147W	1077	0.0	50.0
YHR128W	651	215.0	210.0
YDR538W	729	45.0	49.0
YCL011C	1284	502.0	691.0
YIL112W	3252	139.0	145.0
YOL104C	1059	50.0	0.0
YNR028W	927	0.0	140.0
YAL056W	2643	195.0	331.0
YBR250W	1572	48.0	0.0
YKL071W	771	0.0	0.0
YPL134C	933	50.0	99.0
YJL087C	2484	150.0	115.0
YPL143W	324	404.0	438.0
YGL174W	801	47.0	0.0
YOR120W	939	147.0	90.0
YEL057C	702	0.0	0.0
YBL036C	774	260.0	239.0
YLR358C	564	0.0	0.0
YGR183C	201	183.0	161.0
YPR191W	1107	480.0	98.0
YDL049C	807	92.0	0.0
YBR170C	1743	160.0	50.0
YER071C	381	97.0	47.0
YNL272C	2280	195.0	243.0
YBR048W	471	497.0	413.0
YNL205C	423	0.0	0.0
YKR081C	1035	244.0	100.0
YLR067C	2898	144.0	48.0
YJL183W	1269	494.0	470.0
YNR042W	429	50.0	0.0
YBL059C-A	330	145.0	45.0
YHR022C	771	0.0	0.0
YOL031C	1266	0.0	149.0
YIR041W	375	0.0	0.0
YNL258C	2265	415.0	312.0
YJR094W-A	279	317.0	392.0
YKL216W	945	443.0	342.0
YMR175W-A	195	0.0	0.0
YGR012W	1182	194.0	148.0
YPL041C	624	0.0	50.0
YNL098C	969	487.0	776.0
YKL023C-A	228	50.0	50.0
YKR097W	1650	0.0	0.0
YML102W	1407	515.0	217.0
YJL047C-A	135	105.0	0.0
YCR090C	549	123.0	198.0
YDR049W	1899	266.0	193.0
YJL020W-A	258	0.0	0.0
YER100W	753	303.0	100.0
YLR399W-A	105	80.0	100.0
YJL026W	1200	539.0	345.0
YCR018C	666	0.0	49.0
YBL075C	1950	99.0	150.0
YOR160W	2919	347.0	95.0
YGL133W	3795	144.0	99.0
YMR261C	3165	291.0	50.0
YCR036W	1002	313.0	265.0
YGR287C	1770	96.0	50.0
YMR170C	1521	141.0	91.0
YCL061C	3291	101.0	95.0
YOR238W	912	100.0	48.0
YDR101C	1782	579.0	374.0
YMR158C-A	138	0.0	0.0
YOR146W	306	189.0	51.0
YLR049C	1287	250.0	195.0
YBR066C	663	100.0	85.0
YDL022C-A	249	0.0	0.0
YIL046W-A	165	0.0	0.0
YJR079W	330	316.0	0.0
YJR002W	1782	468.0	220.0
YDL145C	3606	782.0	529.0
YNL061W	1857	278.0	196.0
YNL034W	1839	0.0	0.0
YGL068W	585	423.0	181.0
YGR161W-C	279	0.0	0.0
YIL135C	1311	99.0	145.0
YER165C-A	357	0.0	0.0
YDR087C	837	279.0	145.0
YMR294W	1122	0.0	48.0
YDR265W	1014	258.0	296.0
YER136W	1356	306.0	252.0
YBR131C-A	90	0.0	0.0
YGR225W	1782	0.0	0.0
YGL211W	1080	342.0	251.0
YOL009C	816	50.0	45.0
YDR352W	954	399.0	51.0
YKL129C	3819	94.0	95.0
YDR524C-B	201	288.0	276.0
YML051W	1308	0.0	98.0
YML084W	309	0.0	0.0
YHR184W	1716	0.0	0.0
YMR122W-A	255	348.0	342.0
YFR024C-A	1380	490.0	485.0
YDR243C	1767	100.0	94.0
YLR172C	903	438.0	98.0
YEL076C-A	651	0.0	50.0
YLR213C	1269	0.0	0.0
YKR036C	1932	150.0	148.0
YPL195W	2799	394.0	394.0
YIL040W	417	95.0	49.0
YDR471W	411	570.0	443.0
YMR173W-A	1185	564.0	370.0
YNL103W-A	90	50.0	58.0
YOR015W	360	44.0	50.0
YHR003C	1290	402.0	146.0
YAL019W	3396	396.0	100.0
YLR344W	384	423.0	308.0
YLL059C	507	50.0	0.0
YLR449W	1179	295.0	245.0
YNL156C	900	513.0	388.0
YBR219C	384	146.0	98.0
YGR169C-A	279	0.0	0.0
YML123C	1764	100.0	1430.0
YNR063W	1824	0.0	0.0
YLR239C	987	147.0	0.0
YJL160C	864	0.0	0.0
YPL075W	2358	191.0	251.0
YJR024C	735	372.0	149.0
YDL025W-A	105	105.0	50.0
YJL135W	318	49.0	49.0
YBR142W	2322	193.0	149.0
YGR175C	1491	1068.0	718.0
YIR017C	564	195.0	51.0
YKL047W	1551	101.0	97.0
YKL187C	2253	0.0	48.0
YJR126C	2436	358.0	341.0
YLR366W	306	0.0	47.0
YDR012W	1089	1009.0	999.0
YOL152W	1863	45.0	47.0
YOL125W	1431	148.0	97.0
YDR544C	429	0.0	0.0
YGR203W	447	197.0	76.0
YHL003C	1236	631.0	599.0
YOR371C	2694	0.0	192.0
YDR034C-A	177	0.0	0.0
YER066C-A	501	49.0	0.0
YJR104C	465	529.0	488.0
YER180C-A	258	0.0	0.0
YGR080W	999	50.0	146.0
YBL011W	2280	197.0	47.0
YDR183W	693	49.0	64.0
YDR138W	2259	192.0	50.0
YOR317W	2103	1148.0	971.0
YNL226W	411	0.0	0.0
YAR064W	300	0.0	0.0
YAL022C	1554	251.0	319.0
YOL078W	3531	101.0	243.0
YGL153W	1026	168.0	194.0
YBR277C	402	105.0	0.0
YNL291C	1647	100.0	142.0
YHR218W	1812	49.0	52.0
YOR305W	729	48.0	240.0
YMR211W	1428	62.0	291.0
YOR185C	663	45.0	50.0
YOR244W	1338	315.0	400.0
YEL003W	336	229.0	101.0
YEL074W	339	0.0	49.0
YGR066C	879	0.0	55.0
YPL244C	1020	265.0	339.0
YDR492W	951	189.0	49.0
YGR240C	2964	1035.0	579.0
YGL049C	2745	148.0	96.0
YPR052C	282	149.0	224.0
YPR025C	1182	175.0	170.0
YBR087W	1065	50.0	0.0
YDR330W	1503	96.0	102.0
YMR242W-A	90	0.0	46.0
YHR107C	1224	461.0	323.0
YAR002W	1620	173.0	145.0
YMR237W	2175	248.0	196.0
YDR026C	1713	287.0	138.0
YEL029C	939	220.0	199.0
YCL076W	744	0.0	0.0
YOL012C	405	100.0	50.0
YPL219W	1479	46.0	0.0
YPL262W	1467	546.0	96.0
YNL182C	1668	250.0	206.0
YPL020C	1866	46.0	100.0
YCR064C	411	0.0	48.0
YLR289W	1938	149.0	51.0
YCL040W	1503	148.0	478.0
YJL103C	1857	141.0	49.0
YNL042W	1191	0.0	50.0
YNL308C	1776	204.0	94.0
YPL010W	570	416.0	304.0
YHR058C	888	148.0	141.0
YJR049C	1593	241.0	48.0
YPR112C	2664	536.0	289.0
YOR102W	351	97.0	99.0
YPR169W	1479	459.0	191.0
YHR085W	1005	167.0	186.0
YML067C	1059	282.0	246.0
YER052C	1584	350.0	198.0
YLR080W	1335	50.0	0.0
YER003C	1290	430.0	173.0
YOR058C	2658	245.0	97.0
YKR017C	1656	196.0	50.0
YLR413W	2028	51.0	307.0
YBR029C	1374	278.0	190.0
YOL059W	1323	168.0	289.0
YMR113W	1284	192.0	0.0
YMR084W	789	49.0	0.0
YPL162C	822	0.0	149.0
YGL021W	2283	489.0	322.0
YHR021C	249	350.0	397.0
YHR072W-A	177	227.0	226.0
YNL028W	318	0.0	0.0
YHR167W	786	51.0	48.0
YIL172C	1770	50.0	0.0
YKL146W	2079	437.0	148.0
YLR227C	1482	99.0	97.0
YKL080W	1179	562.0	535.0
YGL096W	831	128.0	0.0
YFL055W	1677	50.0	0.0
YLR286W-A	135	100.0	146.0
YKL160W	438	112.0	142.0
YBL094C	333	180.0	110.0
YDL091C	1368	150.0	142.0
YHR198C	966	99.0	148.0
YJL129C	3708	148.0	191.0
YLR209C	936	236.0	166.0
YMR026C	1200	232.0	99.0
YJL074C	3693	99.0	98.0
YNL177C	930	149.0	216.0
YKL162C	1209	0.0	0.0
YOR114W	885	57.0	49.0
YDR454C	564	507.0	178.0
YPR134W	807	98.0	192.0
YFR039C	1533	285.0	187.0
YHL020C	1215	644.0	359.0
YIL009W	2085	247.0	98.0
YFR042W	603	101.0	195.0
YLR305C	5703	374.0	149.0
YOR063W	1164	1235.0	1220.0
YGL223C	1254	190.0	48.0
YOR036W	867	95.0	120.0
YGR032W	5688	199.0	49.0
YJR145C	786	819.0	815.0
YGL076C	735	706.0	699.0
YNL148C	765	150.0	94.0
YOL106W	354	0.0	0.0
YGL218W	651	49.0	0.0
YBR256C	717	289.0	356.0
YGL118C	438	0.0	0.0
YKL073W	2646	333.0	260.0
YNL130C	1182	598.0	204.0
YPL141C	2598	47.0	91.0
YHR151C	1581	146.0	95.0
YJL081C	1470	285.0	220.0
YOR304C-A	231	0.0	0.0
YMR318C	1083	766.0	374.0
YCL018W	1095	465.0	454.0
YGR181W	318	50.0	47.0
YPR197C	564	0.0	97.0
YOR214C	711	0.0	0.0
YOR263C	408	120.0	0.0
YGL176C	1665	47.0	0.0
YML109W	2829	48.0	49.0
YBL030C	957	367.0	241.0
YPL229W	621	0.0	0.0
YNL270C	1722	0.0	0.0
YOR195W	2466	142.0	145.0
YLL054C	2532	100.0	0.0
YOR381W	2136	95.0	50.0
YER073W	1563	450.0	457.0
YLR012C	300	0.0	0.0
YLR065C	546	48.0	274.0
YBR046C	1005	150.0	100.0
YNR040W	771	185.0	102.0
YIL067C	2037	0.0	45.0
YHR020W	2067	1067.0	832.0
YIL089W	618	50.0	98.0
YOL033W	1611	244.0	96.0
YBR238C	2196	48.0	98.0
YIL020C-A	339	131.0	0.0
YGL058W	519	50.0	96.0
YOR293C-A	150	0.0	49.0
YKR099W	2436	195.0	143.0
YML100W	3297	101.0	0.0
YOR144C	2376	143.0	99.0
YKL162C-A	153	0.0	0.0
YMR158W	468	97.0	51.0
YJL024C	585	197.0	48.0
YDR519W	408	217.0	101.0
YER102W	603	707.0	781.0
YER019W	1434	100.0	97.0
YMR263W	606	141.0	239.0
YLR415C	339	0.0	0.0
YLR152C	1731	383.0	148.0
YGL135W	654	723.0	712.0
YLR129W	2832	834.0	435.0
YBL077W	432	264.0	151.0
YNR032C-A	222	49.0	98.0
YOR298W	1440	104.0	94.0
YMR172W	2160	202.0	50.0
YCR034W	1044	477.0	452.0
YCR043C	384	96.0	0.0
YLL009C	210	50.0	48.0
YJL146W	1410	98.0	260.0
YMR258C	1662	342.0	48.0
YBR060C	1863	143.0	45.0
YDR103W	2754	241.0	152.0
YMR018W	1545	0.0	46.0
YIR023W	2913	298.0	194.0
YJL119C	324	0.0	50.0
YKR043C	816	415.0	191.0
YLR412C-A	207	0.0	0.0
YMR067C	1251	100.0	0.0
YHR193C-A	375	50.0	0.0
YDL143W	1587	1049.0	560.0
YKR034W	810	141.0	103.0
YHR044C	741	0.0	50.0
YCL021W-A	378	0.0	0.0
YGL197W	4464	103.0	0.0
YPR060C	771	133.0	242.0
YNL036W	666	199.0	320.0
YFL012W	447	0.0	0.0
YMR296C	1677	424.0	255.0
YDR267C	993	101.0	98.0
YJL208C	990	48.0	50.0
YOR162C	2433	195.0	49.0
YMR098C	1839	185.0	299.0
YOR285W	420	310.0	271.0
YJL002C	1431	474.0	578.0
YPR159W	2163	509.0	246.0
YGR223C	1347	48.0	147.0
YDR074W	2691	500.0	191.0
YPR075C	1083	149.0	150.0
YML053C	639	142.0	46.0
YER099C	957	58.0	150.0
YHR186C	4674	200.0	100.0
YLR174W	1239	152.0	0.0
YPL238C	390	162.0	259.0
YOR205C	1671	49.0	98.0
YJR120W	351	0.0	0.0
YOR017W	2403	49.0	51.0
YHR005C	1419	714.0	564.0
YDR473C	1410	100.0	91.0
YLR393W	840	94.0	0.0
YDR310C	3189	235.0	192.0
YBR217W	561	96.0	144.0
YNL154C	1641	565.0	358.0
YNR065C	3351	141.0	91.0
YIL046W	1923	150.0	47.0
YFR009W	2259	765.0	562.0
YNL101W	2142	434.0	241.0
YDR081C	2778	289.0	49.0
YJL137C	1143	0.0	50.0
YCL009C	930	285.0	224.0
YBR115C	4179	803.0	242.0
YIR015W	435	143.0	0.0
YDR448W	1305	166.0	316.0
YJR111C	852	263.0	121.0
YPL073C	486	0.0	0.0
YLR360W	1320	95.0	267.0
YKL181W	1284	848.0	605.0
YOL150C	312	197.0	0.0
YPR096C	303	0.0	0.0
YNL293W	1902	150.0	138.0
YDR010C	333	0.0	0.0
YIL028W	399	0.0	50.0
YDR526C	471	99.0	45.0
YGL054C	417	441.0	382.0
YAL034C-B	354	0.0	49.0
YML125C	939	196.0	148.0
YLR251W	594	147.0	50.0
YDR182W-A	204	0.0	0.0
YGR086C	1020	664.0	426.0
YPL106C	2082	1246.0	536.0
YGL151W	3399	389.0	145.0
YJR091C	3276	200.0	49.0
YBR271W	1260	102.0	145.0
YBL017C	4740	363.0	210.0
YAL024C	4308	50.0	100.0
YOR348C	1884	463.0	218.0
YJL197W	3765	196.0	191.0
YMR213W	1773	49.0	102.0
YBR233W-A	285	45.0	113.0
YOR218C	420	122.0	145.0
YDL006W	846	100.0	169.0
YDR505C	2526	186.0	194.0
YHR132W-A	396	99.0	50.0
YGR242W	309	0.0	0.0
YGR068C	1761	139.0	97.0
YOR390W	1128	147.0	46.0
YPL246C	789	163.0	202.0
YOR246C	993	467.0	422.0
YGL039W	1047	46.0	0.0
YER066W	558	0.0	0.0
YPR050C	414	81.0	190.0
YGR293C	462	0.0	0.0
YEL001C	678	209.0	379.0
YML054C-A	159	0.0	0.0
YMR235C	1224	398.0	283.0
YHR109W	1758	48.0	51.0
YPL270W	2322	340.0	243.0
YHL001W	417	450.0	455.0
YOR373W	2556	49.0	46.0
YPL260W	1656	312.0	50.0
YOR082C	342	0.0	0.0
YOL010W	1104	436.0	146.0
YDR024W	486	50.0	49.0
YOR228C	909	98.0	51.0
YMR111C	1389	189.0	50.0
YNL184C	327	66.0	50.0
YMR144W	1029	100.0	48.0
YCR066W	1464	50.0	155.0
YBR105C	1089	0.0	45.0
YCR088W	1779	0.0	291.0
YDR208W	2340	149.0	117.0
YHR087W	336	50.0	46.0
YBR014C	612	193.0	266.0
YPL012W	3687	746.0	397.0
YPR133W-A	153	148.0	0.0
YDL108W	921	97.0	100.0
YPR110C	1008	466.0	464.0
YCR073W-A	948	99.0	146.0
YFL003C	2637	0.0	50.0
YDR119W	2307	613.0	368.0
YLL037W	381	50.0	46.0
YLR411W	726	152.0	0.0
YDR490C	2301	100.0	123.0
YER005W	1893	249.0	237.0
YPL034W	498	68.0	50.0
YDL028C	2295	101.0	0.0
YER050C	417	139.0	96.0
YCR008W	1812	247.0	292.0
YOR192C-C	237	0.0	0.0
YLR119W	642	100.0	45.0
YLR082C	1179	53.0	197.0
YER190W	5046	0.0	145.0
YLR035C	2088	51.0	48.0
YDL122W	2430	638.0	177.0
YDL188C	1134	239.0	49.0
YMR086W	2883	296.0	193.0
YNL171C	369	0.0	0.0
YOR034C-A	243	51.0	0.0
YIL125W	3045	332.0	145.0
YNL097C-B	123	50.0	0.0
YKL148C	1923	315.0	149.0
YJL076W	3570	100.0	0.0
YHR016C	1407	196.0	157.0
YHR165C	7242	248.0	249.0
YLR450W	3138	144.0	149.0
YKL028W	1449	252.0	146.0
YLR221C	663	197.0	106.0
YPL165C	1122	93.0	147.0
YDL228C	642	686.0	611.0
YKL082C	1305	293.0	177.0
YKL166C	1197	320.0	240.0
YDL093W	2232	0.0	100.0
YMR024W	1173	96.0	49.0
YGL123C-A	231	312.0	327.0
YPL038W	534	98.0	221.0
YPR136C	513	0.0	0.0
YOR116C	4383	199.0	283.0
YLR207W	2502	96.0	0.0
YFR040W	3009	52.0	94.0
YLR303W	1335	909.0	817.0
YHL022C	1197	0.0	0.0
YJR143C	2289	408.0	408.0
YGR030C	477	256.0	50.0
YOR034C	2250	44.0	146.0
YGL094C	3348	143.0	147.0
YJL057C	2004	149.0	50.0
YOR084W	1164	0.0	120.0
YGR130C	2451	330.0	451.0
YGR165W	1038	370.0	341.0
YGR055W	1725	50.0	0.0
YGR031C-A	492	181.0	0.0
YBR254C	528	224.0	50.0
YBR136W	7107	195.0	98.0
YPL186C	915	144.0	47.0
YJL083W	1815	0.0	0.0
YPL171C	1203	0.0	50.0
YJL141C	2424	196.0	238.0
YKL075C	1353	419.0	230.0
YPL147W	2613	0.0	68.0
YLL019W-A	93	0.0	0.0
YAR042W	3567	128.0	0.0
YPR195C	330	0.0	0.0
YGR187C	1185	238.0	47.0
YDR508C	1992	45.0	99.0
YDR422C	2448	161.0	52.0
YNL276C	396	350.0	123.0
YLL056C	897	0.0	0.0
YBL032W	1146	353.0	237.0
YHL048W	1146	45.0	50.0
YLR010C	483	0.0	49.0
YNL209W	1842	1705.0	1345.0
YIL061C	903	50.0	0.0
YBL009W	2031	0.0	0.0
YNR046W	408	128.0	251.0
YOL035C	303	48.0	0.0
YCL022C	516	49.0	148.0
YHR026W	642	306.0	297.0
YER078W-A	165	0.0	0.0
YNL254C	1206	0.0	95.0
YDR197W	1170	150.0	92.0
YNL289W	840	339.0	375.0
YML106W	681	602.0	361.0
YBR062C	543	46.0	97.0
YJL022W	309	0.0	46.0
YGL152C	678	69.0	100.0
YBL105C	3456	213.0	272.0
YPL281C	1314	0.0	0.0
YER104W	627	99.0	99.0
YLR150W	822	854.0	726.0
YEL046C	1164	96.0	195.0
YER040W	2193	50.0	101.0
YML008C	1152	196.0	146.0
YDL054C	1461	50.0	94.0
YPR019W	2802	196.0	286.0
YMR265C	1386	0.0	147.0
YML073C	531	561.0	375.0
YGL137W	2670	853.0	773.0
YHR143W-A	213	135.0	132.0
YBR044C	1719	143.0	94.0
YDL152W	366	89.0	0.0
YER159C	429	98.0	112.0
YER122C	1482	505.0	390.0
YHR113W	1473	250.0	199.0
YER048W-A	285	169.0	115.0
YGL041C-B	183	65.0	0.0
YLR154W-A	186	283.0	282.0
YLR154W-B	165	264.0	262.0
YML047W-A	366	0.0	0.0
YBR298C	1845	92.0	50.0
YLR154W-F	141	238.0	200.0
YER031C	672	142.0	255.0
YMR065W	1515	100.0	122.0
YJR006W	1464	174.0	105.0
YIR021W	1092	93.0	47.0
YGL002W	651	0.0	244.0
YLR430W	6696	300.0	98.0
YJL117W	936	239.0	327.0
YKR041W	753	0.0	0.0
YHR046C	888	294.0	145.0
YMR130W	909	213.0	96.0
YGL195W	8019	393.0	542.0
YMR290C	1518	312.0	132.0
YDL141W	2073	0.0	96.0
YDR269C	324	0.0	0.0
YML009C-A	327	143.0	99.0
YDR076W	1221	94.0	0.0
YOR139C	393	0.0	0.0
YJL059W	1227	251.0	94.0
YFR036W-A	651	324.0	280.0
YMR047C	3342	256.0	259.0
YNL338W	159	0.0	0.0
YGR221C	1869	49.0	144.0
YDR247W	1386	104.0	50.0
YGR274C	3201	508.0	243.0
YML055W	537	145.0	96.0
YPR077C	372	0.0	0.0
YML088W	2007	224.0	100.0
YLR176C	2436	0.0	0.0
YLR268W	645	228.0	46.0
YOR011W	4185	0.0	148.0
YMR323W	1314	0.0	0.0
YBR128C	1035	0.0	47.0
YDL214C	2100	0.0	0.0
YJR122W	1494	50.0	140.0
YNL103W	2019	93.0	144.0
YHR007C	1593	1319.0	662.0
YIR004W	1299	352.0	194.0
YLR395C	237	216.0	159.0
YDR312W	1362	199.0	49.0
YLR348C	897	573.0	527.0
YBR248C	1659	748.0	403.0
YNR067C	3354	909.0	708.0
YNL152W	1230	50.0	50.0
YHR153C	597	50.0	50.0
YFL045C	765	721.0	602.0
YFL010C	636	204.0	275.0
YDR141C	5097	98.0	192.0
YJL131C	1071	158.0	0.0
YBR117C	2046	0.0	150.0
YDR083W	1179	140.0	50.0
YOR123C	1395	239.0	166.0
YIR013C	366	0.0	0.0
YPL071C	471	48.0	49.0
YKL183W	921	258.0	284.0
YLR362W	2154	245.0	100.0
YPL024W	726	0.0	98.0
YKL134C	2319	342.0	193.0
YBR273C	1311	322.0	244.0
YOR313C	1017	253.0	199.0
YAL026C	4068	194.0	336.0
YFL017W-A	234	50.0	0.0
YAR060C	336	0.0	0.0
YGL237C	798	0.0	100.0
YPR094W	324	127.0	50.0
YNL295W	1575	146.0	125.0
YAR035W	2064	50.0	100.0
YOL156W	1704	0.0	0.0
YOL129W	555	97.0	259.0
YDR299W	1605	301.0	337.0
YBR182C	1359	292.0	96.0
YPL040C	3009	97.0	0.0
YIL091C	2166	372.0	301.0
YPL104W	1977	100.0	92.0
YLR253W	1710	395.0	95.0
YBR215W	1878	356.0	0.0
YIL106W	945	51.0	143.0
YML127W	1746	498.0	199.0
YLR188W	2088	239.0	147.0
YGR084C	1020	305.0	149.0
YGL157W	1044	194.0	98.0
YBL015W	1581	194.0	169.0
YPR145C-A	237	0.0	49.0
YGR146C	636	93.0	93.0
YOR136W	1110	617.0	589.0
YNL237W	1380	0.0	50.0
YLL066W-A	483	0.0	0.0
YLL066W-B	171	0.0	0.0
YMR251W	1101	0.0	50.0
YJL195C	702	50.0	142.0
YOR216C	1455	447.0	197.0
YDL073W	2955	337.0	440.0
YDL004W	483	378.0	0.0
YLR059C	810	258.0	45.0
YDR059C	447	0.0	0.0
YDR379C-A	240	0.0	50.0
YEL007W	2001	50.0	50.0
YGR291C	222	0.0	0.0
YDR040C	3276	0.0	336.0
YPL248C	2646	150.0	195.0
YMR233W	681	100.0	51.0
YDR320C-A	219	122.0	46.0
YNL080C	1101	127.0	0.0
YDR022C	591	99.0	46.0
YPL266W	957	496.0	207.0
YLL064C	363	0.0	0.0
YGR051C	324	0.0	0.0
YOR080W	2199	140.0	51.0
YGL062W	3537	430.0	624.0
YER169W	2391	387.0	95.0
YOL016C	1344	135.0	145.0
YOR226C	471	197.0	49.0
